"manuscript","place_label","former_owner_name","current_owner_name","begin","end","collection_label","con_label","note","year","century"
"http://ldf.fi/mmm/manifestation_singleton/sdbm_18294","Cambron-Casteau","Bruxelles, Bibliothèque royale de Belgique",NA,"1200-01-01",1301-12-31,"Phillipps manuscripts : Catalogus librorum manuscriptorum in bibliotheca D. Thomae Phillipps, Bt., impressum Typis Medio-Montanis, 1837-1871 (intro. by A.N.L. Munby)","Parchment","Russia",1301,14
"http://ldf.fi/mmm/manifestation_singleton/sdbm_18295","Cambron-Casteau","Bruxelles, Bibliothèque royale de Belgique",NA,"1200-01-01",1301-12-31,"Phillipps manuscripts : Catalogus librorum manuscriptorum in bibliotheca D. Thomae Phillipps, Bt., impressum Typis Medio-Montanis, 1837-1871 (intro. by A.N.L. Munby)","Parchment","Brown calf",1301,14
"http://ldf.fi/mmm/manifestation_singleton/sdbm_18296","Hainaut","Bruxelles, Bibliothèque royale de Belgique",NA,"1200-01-01",1301-12-31,"Phillipps manuscripts : Catalogus librorum manuscriptorum in bibliotheca D. Thomae Phillipps, Bt., impressum Typis Medio-Montanis, 1837-1871 (intro. by A.N.L. Munby)","Parchment","Pigskin",1301,14
"http://ldf.fi/mmm/manifestation_singleton/sdbm_18297","Hainaut","Bruxelles, Bibliothèque royale de Belgique",NA,"1200-01-01",1301-12-31,"Phillipps manuscripts : Catalogus librorum manuscriptorum in bibliotheca D. Thomae Phillipps, Bt., impressum Typis Medio-Montanis, 1837-1871 (intro. by A.N.L. Munby)","Parchment","Brown Shagreen",1301,14
"http://ldf.fi/mmm/manifestation_singleton/sdbm_18333","London","Phillipps, Thomas, Sir, 1792-1872",NA,"1277-01-01",1278-12-31,"Phillipps manuscripts : Catalogus librorum manuscriptorum in bibliotheca D. Thomae Phillipps, Bt., impressum Typis Medio-Montanis, 1837-1871 (intro. by A.N.L. Munby)",NA,"Phillipps13640",1278,13
"http://ldf.fi/mmm/manifestation_singleton/sdbm_18334","London","Phillipps, Thomas, Sir, 1792-1872",NA,"1384-01-01",1385-12-31,"Phillipps manuscripts : Catalogus librorum manuscriptorum in bibliotheca D. Thomae Phillipps, Bt., impressum Typis Medio-Montanis, 1837-1871 (intro. by A.N.L. Munby)",NA,"Phillipps13642",1385,14
"http://ldf.fi/mmm/manifestation_singleton/sdbm_18335","London","Phillipps, Thomas, Sir, 1792-1872",NA,"1307-01-01",1308-12-31,"Phillipps manuscripts : Catalogus librorum manuscriptorum in bibliotheca D. Thomae Phillipps, Bt., impressum Typis Medio-Montanis, 1837-1871 (intro. by A.N.L. Munby)","Parchment","Phillipps MS no. 13643.",1308,14
"http://ldf.fi/mmm/manifestation_singleton/sdbm_18361","London","Phillipps, Thomas, Sir, 1792-1872",NA,"1400-01-01",1501-12-31,"Phillipps manuscripts : Catalogus librorum manuscriptorum in bibliotheca D. Thomae Phillipps, Bt., impressum Typis Medio-Montanis, 1837-1871 (intro. by A.N.L. Munby)","Parchment","Phillipps12443",1501,16
"http://ldf.fi/mmm/manifestation_singleton/sdbm_1839","London","London, J. & J. Leighton",NA,"1100-01-01",1201-12-31,"Phillipps manuscripts : Catalogus librorum manuscriptorum in bibliotheca D. Thomae Phillipps, Bt., impressum Typis Medio-Montanis, 1837-1871 (intro. by A.N.L. Munby)","Parchment","38 to 41 long lines to the page, with some pages in double column",1201,13
"http://ldf.fi/mmm/manifestation_singleton/sdbm_18415","Hainaut","Bruxelles, Bibliothèque royale de Belgique",NA,"1000-01-01",1101-12-31,"Phillipps manuscripts : Catalogus librorum manuscriptorum in bibliotheca D. Thomae Phillipps, Bt., impressum Typis Medio-Montanis, 1837-1871 (intro. by A.N.L. Munby)","Parchment","MIGRATION_ISSUE: Secondary Source field in the legacy database was The Phillipps Manuscripts (2001 fac. ed; into by A.L. Munby)",1101,12
"http://ldf.fi/mmm/manifestation_singleton/sdbm_18418","Hainaut","Bruxelles, Bibliothèque royale de Belgique",NA,"1000-01-01",1101-12-31,"Phillipps manuscripts : Catalogus librorum manuscriptorum in bibliotheca D. Thomae Phillipps, Bt., impressum Typis Medio-Montanis, 1837-1871 (intro. by A.N.L. Munby)","Parchment","Small Folio
MIGRATION_ISSUE: Secondary Source field in the legacy database was The Phillipps Manuscripts (2001 fac. ed; into by A.L. Munby)",1101,12
"http://ldf.fi/mmm/manifestation_singleton/sdbm_18419","Hainaut","Saint-Ghislain, abbaye (650-1796)",NA,"1000-01-01",1101-12-31,"Phillipps manuscripts : Catalogus librorum manuscriptorum in bibliotheca D. Thomae Phillipps, Bt., impressum Typis Medio-Montanis, 1837-1871 (intro. by A.N.L. Munby)","Parchment","Oblong Quarto
MIGRATION_ISSUE: Secondary Source field in the legacy database was The Phillipps Manuscripts (2001 fac. ed; into by A.L. Munby)",1101,12
"http://ldf.fi/mmm/manifestation_singleton/sdbm_18420","Hainaut","Bruxelles, Bibliothèque royale de Belgique",NA,"0900-01-01",1001-12-31,"Phillipps manuscripts : Catalogus librorum manuscriptorum in bibliotheca D. Thomae Phillipps, Bt., impressum Typis Medio-Montanis, 1837-1871 (intro. by A.N.L. Munby)","Parchment","Calf",1001,11
"http://ldf.fi/mmm/manifestation_singleton/sdbm_18421","Hainaut","Saint-Ghislain, abbaye (650-1796)",NA,"0900-01-01",1001-12-31,"Phillipps manuscripts : Catalogus librorum manuscriptorum in bibliotheca D. Thomae Phillipps, Bt., impressum Typis Medio-Montanis, 1837-1871 (intro. by A.N.L. Munby)","Parchment","MIGRATION_ISSUE: Secondary Source field in the legacy database was The Phillipps Manuscripts (2001 fac. ed; into by A.L. Munby)",1001,11
"http://ldf.fi/mmm/manifestation_singleton/sdbm_18422","Hainaut","Saint-Ghislain, abbaye (650-1796)",NA,"1100-01-01",1201-12-31,"Phillipps manuscripts : Catalogus librorum manuscriptorum in bibliotheca D. Thomae Phillipps, Bt., impressum Typis Medio-Montanis, 1837-1871 (intro. by A.N.L. Munby)","Parchment","PHillipps368
MIGRATION_ISSUE: Secondary Source field in the legacy database was The Phillipps Manuscripts (2001 fac. ed; into by A.L. Munby)",1201,13
"http://ldf.fi/mmm/manifestation_singleton/sdbm_18423","Hainaut","Saint-Ghislain, abbaye (650-1796)",NA,"1100-01-01",1201-12-31,"Phillipps manuscripts : Catalogus librorum manuscriptorum in bibliotheca D. Thomae Phillipps, Bt., impressum Typis Medio-Montanis, 1837-1871 (intro. by A.N.L. Munby)","Parchment","Small Folio
MIGRATION_ISSUE: Secondary Source field in the legacy database was The Phillipps Manuscripts (2001 fac. ed; into by A.L. Munby)",1201,13
"http://ldf.fi/mmm/manifestation_singleton/sdbm_18428","Hainaut","Saint-Ghislain, abbaye (650-1796)",NA,"1200-01-01",1301-12-31,"Phillipps manuscripts : Catalogus librorum manuscriptorum in bibliotheca D. Thomae Phillipps, Bt., impressum Typis Medio-Montanis, 1837-1871 (intro. by A.N.L. Munby)","Parchment","MIGRATION_ISSUE: Secondary Source field in the legacy database was The Phillipps Manuscripts (2001 fac. ed; into by A.L. Munby)",1301,14
"http://ldf.fi/mmm/manifestation_singleton/sdbm_18440","Oxford","Chester Beatty, Alfred (1875-1968)",NA,"1400-01-01",1501-12-31,"Phillipps manuscripts : Catalogus librorum manuscriptorum in bibliotheca D. Thomae Phillipps, Bt., impressum Typis Medio-Montanis, 1837-1871 (intro. by A.N.L. Munby)","Parchment","MIGRATION_ISSUE: Secondary Source field in the legacy database was The Phillipps Manuscripts (2001 fac. ed; into by A.L. Munby)",1501,16
"http://ldf.fi/mmm/manifestation_singleton/sdbm_18443","Hainaut","Saint-Ghislain, abbaye (650-1796)",NA,"1300-01-01",1401-12-31,"Phillipps manuscripts : Catalogus librorum manuscriptorum in bibliotheca D. Thomae Phillipps, Bt., impressum Typis Medio-Montanis, 1837-1871 (intro. by A.N.L. Munby)","Parchment","2 Vols; Phillipps379",1401,15
"http://ldf.fi/mmm/manifestation_singleton/sdbm_18455","Cambron-Casteau","Cambron (Cambron-Casteau, Hainault), Cistercian abbey",NA,"1100-01-01",1201-12-31,"Phillipps manuscripts : Catalogus librorum manuscriptorum in bibliotheca D. Thomae Phillipps, Bt., impressum Typis Medio-Montanis, 1837-1871 (intro. by A.N.L. Munby)","Parchment","4ta pars.
MIGRATION_ISSUE: Secondary Source field in the legacy database was The Phillipps Manuscripts (2001 fac. ed; into by A.L. Munby)",1201,13
"http://ldf.fi/mmm/manifestation_singleton/sdbm_18456","Cambron-Casteau","Bruxelles, Bibliothèque royale de Belgique",NA,"1200-01-01",1301-12-31,"Phillipps manuscripts : Catalogus librorum manuscriptorum in bibliotheca D. Thomae Phillipps, Bt., impressum Typis Medio-Montanis, 1837-1871 (intro. by A.N.L. Munby)","Parchment","Brown calf",1301,14
"http://ldf.fi/mmm/manifestation_singleton/sdbm_18457","Cambron-Casteau","Bruxelles, Bibliothèque royale de Belgique",NA,"1300-01-01",1401-12-31,"Phillipps manuscripts : Catalogus librorum manuscriptorum in bibliotheca D. Thomae Phillipps, Bt., impressum Typis Medio-Montanis, 1837-1871 (intro. by A.N.L. Munby)","Parchment","Brown calf",1401,15
"http://ldf.fi/mmm/manifestation_singleton/sdbm_18458","Cambron-Casteau","Bruxelles, Bibliothèque royale de Belgique",NA,"1200-01-01",1301-12-31,"Phillipps manuscripts : Catalogus librorum manuscriptorum in bibliotheca D. Thomae Phillipps, Bt., impressum Typis Medio-Montanis, 1837-1871 (intro. by A.N.L. Munby)","Parchment","MIGRATION_ISSUE: Secondary Source field in the legacy database was The Phillipps Manuscripts (2001 fac. ed; into by A.L. Munby)",1301,14
"http://ldf.fi/mmm/manifestation_singleton/sdbm_18459","Cambron-Casteau","Cambron (Cambron-Casteau, Hainault), Cistercian abbey",NA,"1100-01-01",1201-12-31,"Phillipps manuscripts : Catalogus librorum manuscriptorum in bibliotheca D. Thomae Phillipps, Bt., impressum Typis Medio-Montanis, 1837-1871 (intro. by A.N.L. Munby)","Parchment","MIGRATION_ISSUE: Secondary Source field in the legacy database was The Phillipps Manuscripts (2001 fac. ed; into by A.L. Munby)",1201,13
"http://ldf.fi/mmm/manifestation_singleton/sdbm_18460","Cambron-Casteau","Bruxelles, Bibliothèque royale de Belgique",NA,"1300-01-01",1401-12-31,"Phillipps manuscripts : Catalogus librorum manuscriptorum in bibliotheca D. Thomae Phillipps, Bt., impressum Typis Medio-Montanis, 1837-1871 (intro. by A.N.L. Munby)","Parchment","MIGRATION_ISSUE: Secondary Source field in the legacy database was The Phillipps Manuscripts (2001 fac. ed; into by A.L. Munby)",1401,15
"http://ldf.fi/mmm/manifestation_singleton/sdbm_18461","Cambron-Casteau","Cambron (Cambron-Casteau, Hainault), Cistercian abbey",NA,"1100-01-01",1201-12-31,"Phillipps manuscripts : Catalogus librorum manuscriptorum in bibliotheca D. Thomae Phillipps, Bt., impressum Typis Medio-Montanis, 1837-1871 (intro. by A.N.L. Munby)","Parchment","Phillipps349",1201,13
"http://ldf.fi/mmm/manifestation_singleton/sdbm_18462","Cambron-Casteau","Bruxelles, Bibliothèque royale de Belgique",NA,"1200-01-01",1301-12-31,"Phillipps manuscripts : Catalogus librorum manuscriptorum in bibliotheca D. Thomae Phillipps, Bt., impressum Typis Medio-Montanis, 1837-1871 (intro. by A.N.L. Munby)","Parchment","MIGRATION_ISSUE: Secondary Source field in the legacy database was The Phillipps Manuscripts (2001 fac. ed; into by A.L. Munby)",1301,14
"http://ldf.fi/mmm/manifestation_singleton/sdbm_18463","Cambron-Casteau","Bruxelles, Bibliothèque royale de Belgique",NA,"1200-01-01",1301-12-31,"Phillipps manuscripts : Catalogus librorum manuscriptorum in bibliotheca D. Thomae Phillipps, Bt., impressum Typis Medio-Montanis, 1837-1871 (intro. by A.N.L. Munby)","Parchment","MIGRATION_ISSUE: Secondary Source field in the legacy database was The Phillipps Manuscripts (2001 fac. ed; into by A.L. Munby)",1301,14
"http://ldf.fi/mmm/manifestation_singleton/sdbm_18464","Cambron-Casteau","Cambron (Cambron-Casteau, Hainault), Cistercian abbey",NA,"1100-01-01",1201-12-31,"Phillipps manuscripts : Catalogus librorum manuscriptorum in bibliotheca D. Thomae Phillipps, Bt., impressum Typis Medio-Montanis, 1837-1871 (intro. by A.N.L. Munby)","Parchment","MIGRATION_ISSUE: Secondary Source field in the legacy database was The Phillipps Manuscripts (2001 fac. ed; into by A.L. Munby)",1201,13
"http://ldf.fi/mmm/manifestation_singleton/sdbm_18465","Cambron-Casteau","Cambron (Cambron-Casteau, Hainault), Cistercian abbey",NA,"1200-01-01",1301-12-31,"Phillipps manuscripts : Catalogus librorum manuscriptorum in bibliotheca D. Thomae Phillipps, Bt., impressum Typis Medio-Montanis, 1837-1871 (intro. by A.N.L. Munby)","Parchment","MIGRATION_ISSUE: Secondary Source field in the legacy database was The Phillipps Manuscripts (2001 fac. ed; into by A.L. Munby)",1301,14
"http://ldf.fi/mmm/manifestation_singleton/sdbm_18467","Cambron-Casteau","Bruxelles, Bibliothèque royale de Belgique",NA,"1300-01-01",1501-12-31,"Phillipps manuscripts : Catalogus librorum manuscriptorum in bibliotheca D. Thomae Phillipps, Bt., impressum Typis Medio-Montanis, 1837-1871 (intro. by A.N.L. Munby)","Parchment","MIGRATION_ISSUE: Secondary Source field in the legacy database was The Phillipps Manuscripts (2001 fac. ed; into by A.L. Munby)",1501,16
"http://ldf.fi/mmm/manifestation_singleton/sdbm_1847","London","Maggs (Librairie)",NA,"1455-01-01",1476-12-31,"Phillipps manuscripts : Catalogus librorum manuscriptorum in bibliotheca D. Thomae Phillipps, Bt., impressum Typis Medio-Montanis, 1837-1871 (intro. by A.N.L. Munby)","Parchment","Binding 1913 Adams; Phillipps 9429",1476,15
"http://ldf.fi/mmm/manifestation_singleton/sdbm_18471","Cambron-Casteau","Bruxelles, Bibliothèque royale de Belgique",NA,"1200-01-01",1301-12-31,"Phillipps manuscripts : Catalogus librorum manuscriptorum in bibliotheca D. Thomae Phillipps, Bt., impressum Typis Medio-Montanis, 1837-1871 (intro. by A.N.L. Munby)","Parchment","MIGRATION_ISSUE: Secondary Source field in the legacy database was The Phillipps Manuscripts (2001 fac. ed; into by A.L. Munby)",1301,14
"http://ldf.fi/mmm/manifestation_singleton/sdbm_185","London","Dunn, George, 1864-1912",NA,"1100-01-01",1201-12-31,"Catalogue of the Manuscripts at Ashburnham Place: Libri and Barrois manuscripts (C. Hodgsen, Pub.)","Parchment","3793",1201,13
"http://ldf.fi/mmm/manifestation_singleton/sdbm_1854","London","Maggs (Librairie)",NA,"1430-01-01",1451-12-31,"Phillipps manuscripts : Catalogus librorum manuscriptorum in bibliotheca D. Thomae Phillipps, Bt., impressum Typis Medio-Montanis, 1837-1871 (intro. by A.N.L. Munby)","Parchment","Phillipps11301",1451,15
"http://ldf.fi/mmm/manifestation_singleton/sdbm_18546","London","Thorpe, Thomas, 1791-1851",NA,"1500-01-01",1601-12-31,"Phillipps manuscripts : Catalogus librorum manuscriptorum in bibliotheca D. Thomae Phillipps, Bt., impressum Typis Medio-Montanis, 1837-1871 (intro. by A.N.L. Munby)","Paper","Phillipps3512",1601,17
"http://ldf.fi/mmm/manifestation_singleton/sdbm_18567","France","Monteil, Amans-Alexis (1769-1850)",NA,"1494-01-01",1495-12-31,"Phillipps manuscripts : Catalogus librorum manuscriptorum in bibliotheca D. Thomae Phillipps, Bt., impressum Typis Medio-Montanis, 1837-1871 (intro. by A.N.L. Munby)","Parchment","Phillipps1314",1495,15
"http://ldf.fi/mmm/manifestation_singleton/sdbm_18568","France","Monteil, Amans-Alexis (1769-1850)",NA,"1400-01-01",1501-12-31,"Phillipps manuscripts : Catalogus librorum manuscriptorum in bibliotheca D. Thomae Phillipps, Bt., impressum Typis Medio-Montanis, 1837-1871 (intro. by A.N.L. Munby)","Parchment","2 Vols; Phillipps1315",1501,16
"http://ldf.fi/mmm/manifestation_singleton/sdbm_18569","France","Monteil, Amans-Alexis (1769-1850)",NA,"1400-01-01",1501-12-31,"Phillipps manuscripts : Catalogus librorum manuscriptorum in bibliotheca D. Thomae Phillipps, Bt., impressum Typis Medio-Montanis, 1837-1871 (intro. by A.N.L. Munby)","Parchment","Phillipps1316",1501,16
"http://ldf.fi/mmm/manifestation_singleton/sdbm_18570","France","Monteil, Amans-Alexis (1769-1850)",NA,"1400-01-01",1501-12-31,"Phillipps manuscripts : Catalogus librorum manuscriptorum in bibliotheca D. Thomae Phillipps, Bt., impressum Typis Medio-Montanis, 1837-1871 (intro. by A.N.L. Munby)","Parchment","Phillipps1318",1501,16
"http://ldf.fi/mmm/manifestation_singleton/sdbm_18571","France","Monteil, Amans-Alexis (1769-1850)",NA,"1400-01-01",1501-12-31,"Phillipps manuscripts : Catalogus librorum manuscriptorum in bibliotheca D. Thomae Phillipps, Bt., impressum Typis Medio-Montanis, 1837-1871 (intro. by A.N.L. Munby)","Parchment","Phillipps1319",1501,16
"http://ldf.fi/mmm/manifestation_singleton/sdbm_18572","France","Monteil, Amans-Alexis (1769-1850)",NA,"1338-01-01",1339-12-31,"Phillipps manuscripts : Catalogus librorum manuscriptorum in bibliotheca D. Thomae Phillipps, Bt., impressum Typis Medio-Montanis, 1837-1871 (intro. by A.N.L. Munby)","Parchment","Phillipps1320",1339,14
"http://ldf.fi/mmm/manifestation_singleton/sdbm_18573","France","Monteil, Amans-Alexis (1769-1850)",NA,"1200-01-01",1301-12-31,"Phillipps manuscripts : Catalogus librorum manuscriptorum in bibliotheca D. Thomae Phillipps, Bt., impressum Typis Medio-Montanis, 1837-1871 (intro. by A.N.L. Munby)","Parchment","Phillipps1321",1301,14
"http://ldf.fi/mmm/manifestation_singleton/sdbm_18574","France","Monteil, Amans-Alexis (1769-1850)",NA,"1200-01-01",1301-12-31,"Phillipps manuscripts : Catalogus librorum manuscriptorum in bibliotheca D. Thomae Phillipps, Bt., impressum Typis Medio-Montanis, 1837-1871 (intro. by A.N.L. Munby)","Parchment","Phillipps1322",1301,14
"http://ldf.fi/mmm/manifestation_singleton/sdbm_18575","France","Monteil, Amans-Alexis (1769-1850)",NA,"1400-01-01",1501-12-31,"Phillipps manuscripts : Catalogus librorum manuscriptorum in bibliotheca D. Thomae Phillipps, Bt., impressum Typis Medio-Montanis, 1837-1871 (intro. by A.N.L. Munby)","Parchment","Phillipps1323",1501,16
"http://ldf.fi/mmm/manifestation_singleton/sdbm_18576","France","Monteil, Amans-Alexis (1769-1850)",NA,"0900-01-01",1001-12-31,"Phillipps manuscripts : Catalogus librorum manuscriptorum in bibliotheca D. Thomae Phillipps, Bt., impressum Typis Medio-Montanis, 1837-1871 (intro. by A.N.L. Munby)","Parchment","Phillipps1325",1001,11
"http://ldf.fi/mmm/manifestation_singleton/sdbm_18577","France","Monteil, Amans-Alexis (1769-1850)",NA,"1400-01-01",1501-12-31,"Phillipps manuscripts : Catalogus librorum manuscriptorum in bibliotheca D. Thomae Phillipps, Bt., impressum Typis Medio-Montanis, 1837-1871 (intro. by A.N.L. Munby)","Parchment","Phillipps1327",1501,16
"http://ldf.fi/mmm/manifestation_singleton/sdbm_18578","France","Monteil, Amans-Alexis (1769-1850)",NA,"1581-01-01",1582-12-31,"Phillipps manuscripts : Catalogus librorum manuscriptorum in bibliotheca D. Thomae Phillipps, Bt., impressum Typis Medio-Montanis, 1837-1871 (intro. by A.N.L. Munby)","Paper","Phillipps1328",1582,16
"http://ldf.fi/mmm/manifestation_singleton/sdbm_18579","France","Monteil, Amans-Alexis (1769-1850)",NA,"1400-01-01",1501-12-31,"Phillipps manuscripts : Catalogus librorum manuscriptorum in bibliotheca D. Thomae Phillipps, Bt., impressum Typis Medio-Montanis, 1837-1871 (intro. by A.N.L. Munby)","Parchment","Phillipps1331",1501,16
"http://ldf.fi/mmm/manifestation_singleton/sdbm_18580","France","Monteil, Amans-Alexis (1769-1850)",NA,"1460-01-01",1461-12-31,"Phillipps manuscripts : Catalogus librorum manuscriptorum in bibliotheca D. Thomae Phillipps, Bt., impressum Typis Medio-Montanis, 1837-1871 (intro. by A.N.L. Munby)","Parchment","Phillipps1332",1461,15
"http://ldf.fi/mmm/manifestation_singleton/sdbm_18581","France","Monteil, Amans-Alexis (1769-1850)",NA,"1200-01-01",1301-12-31,"Phillipps manuscripts : Catalogus librorum manuscriptorum in bibliotheca D. Thomae Phillipps, Bt., impressum Typis Medio-Montanis, 1837-1871 (intro. by A.N.L. Munby)","Parchment","Phillipps1333",1301,14
"http://ldf.fi/mmm/manifestation_singleton/sdbm_18582","France","Monteil, Amans-Alexis (1769-1850)",NA,"1400-01-01",1501-12-31,"Phillipps manuscripts : Catalogus librorum manuscriptorum in bibliotheca D. Thomae Phillipps, Bt., impressum Typis Medio-Montanis, 1837-1871 (intro. by A.N.L. Munby)","Parchment","Phillipps1334",1501,16
"http://ldf.fi/mmm/manifestation_singleton/sdbm_18583","France","Monteil, Amans-Alexis (1769-1850)",NA,"1200-01-01",1301-12-31,"Phillipps manuscripts : Catalogus librorum manuscriptorum in bibliotheca D. Thomae Phillipps, Bt., impressum Typis Medio-Montanis, 1837-1871 (intro. by A.N.L. Munby)","Parchment","Phillipps1335",1301,14
"http://ldf.fi/mmm/manifestation_singleton/sdbm_18584","France","Monteil, Amans-Alexis (1769-1850)",NA,"1400-01-01",1501-12-31,"Phillipps manuscripts : Catalogus librorum manuscriptorum in bibliotheca D. Thomae Phillipps, Bt., impressum Typis Medio-Montanis, 1837-1871 (intro. by A.N.L. Munby)","Paper","Phillipps1336",1501,16
"http://ldf.fi/mmm/manifestation_singleton/sdbm_18585","France","Monteil, Amans-Alexis (1769-1850)",NA,"1100-01-01",1201-12-31,"Phillipps manuscripts : Catalogus librorum manuscriptorum in bibliotheca D. Thomae Phillipps, Bt., impressum Typis Medio-Montanis, 1837-1871 (intro. by A.N.L. Munby)","Parchment","Phillipps1337",1201,13
"http://ldf.fi/mmm/manifestation_singleton/sdbm_18586","France","Monteil, Amans-Alexis (1769-1850)",NA,"1000-01-01",1101-12-31,"Phillipps manuscripts : Catalogus librorum manuscriptorum in bibliotheca D. Thomae Phillipps, Bt., impressum Typis Medio-Montanis, 1837-1871 (intro. by A.N.L. Munby)","Parchment","Phillipps1339",1101,12
"http://ldf.fi/mmm/manifestation_singleton/sdbm_18587","France","Monteil, Amans-Alexis (1769-1850)",NA,"1400-01-01",1501-12-31,"Phillipps manuscripts : Catalogus librorum manuscriptorum in bibliotheca D. Thomae Phillipps, Bt., impressum Typis Medio-Montanis, 1837-1871 (intro. by A.N.L. Munby)","Parchment","Phillipps1340",1501,16
"http://ldf.fi/mmm/manifestation_singleton/sdbm_18588","France","Monteil, Amans-Alexis (1769-1850)",NA,"1100-01-01",1201-12-31,"Phillipps manuscripts : Catalogus librorum manuscriptorum in bibliotheca D. Thomae Phillipps, Bt., impressum Typis Medio-Montanis, 1837-1871 (intro. by A.N.L. Munby)","Parchment","Phillipps1347",1201,13
"http://ldf.fi/mmm/manifestation_singleton/sdbm_18589","France","Monteil, Amans-Alexis (1769-1850)",NA,"1300-01-01",1401-12-31,"Phillipps manuscripts : Catalogus librorum manuscriptorum in bibliotheca D. Thomae Phillipps, Bt., impressum Typis Medio-Montanis, 1837-1871 (intro. by A.N.L. Munby)","Parchment","Phillipps1349",1401,15
"http://ldf.fi/mmm/manifestation_singleton/sdbm_18593","London","Phillipps, Thomas, Sir, 1792-1872",NA,"1300-01-01",1401-12-31,"Phillipps manuscripts : Catalogus librorum manuscriptorum in bibliotheca D. Thomae Phillipps, Bt., impressum Typis Medio-Montanis, 1837-1871 (intro. by A.N.L. Munby)","Parchment","Phillipps1384",1401,15
"http://ldf.fi/mmm/manifestation_singleton/sdbm_18594","Hainaut","Saint-Ghislain, abbaye (650-1796)",NA,"1000-01-01",1101-12-31,"Phillipps manuscripts : Catalogus librorum manuscriptorum in bibliotheca D. Thomae Phillipps, Bt., impressum Typis Medio-Montanis, 1837-1871 (intro. by A.N.L. Munby)","Parchment","Phillipps1385",1101,12
"http://ldf.fi/mmm/manifestation_singleton/sdbm_18595","Hainaut","Saint-Ghislain, abbaye (650-1796)",NA,"1400-01-01",1501-12-31,"Phillipps manuscripts : Catalogus librorum manuscriptorum in bibliotheca D. Thomae Phillipps, Bt., impressum Typis Medio-Montanis, 1837-1871 (intro. by A.N.L. Munby)","Parchment","1.11.06; Phillipps1386",1501,16
"http://ldf.fi/mmm/manifestation_singleton/sdbm_18596","Hainaut","Saint-Ghislain, abbaye (650-1796)",NA,"1100-01-01",1201-12-31,"Phillipps manuscripts : Catalogus librorum manuscriptorum in bibliotheca D. Thomae Phillipps, Bt., impressum Typis Medio-Montanis, 1837-1871 (intro. by A.N.L. Munby)","Parchment","Phillipps1387",1201,13
"http://ldf.fi/mmm/manifestation_singleton/sdbm_18603","London","Phillipps, Thomas, Sir, 1792-1872",NA,"1300-01-01",1401-12-31,"Phillipps manuscripts : Catalogus librorum manuscriptorum in bibliotheca D. Thomae Phillipps, Bt., impressum Typis Medio-Montanis, 1837-1871 (intro. by A.N.L. Munby)","Parchment","Phillipps2217",1401,15
"http://ldf.fi/mmm/manifestation_singleton/sdbm_18604","London","Phillipps, Thomas, Sir, 1792-1872",NA,"1200-01-01",1301-12-31,"Phillipps manuscripts : Catalogus librorum manuscriptorum in bibliotheca D. Thomae Phillipps, Bt., impressum Typis Medio-Montanis, 1837-1871 (intro. by A.N.L. Munby)","Parchment","Phillipps2223",1301,14
"http://ldf.fi/mmm/manifestation_singleton/sdbm_18605","London","Phillipps, Thomas, Sir, 1792-1872",NA,"1300-01-01",1401-12-31,"Phillipps manuscripts : Catalogus librorum manuscriptorum in bibliotheca D. Thomae Phillipps, Bt., impressum Typis Medio-Montanis, 1837-1871 (intro. by A.N.L. Munby)","Parchment","Phillipps2229",1401,15
"http://ldf.fi/mmm/manifestation_singleton/sdbm_18606","London","Phillipps, Thomas, Sir, 1792-1872",NA,"1545-01-01",1546-12-31,"Phillipps manuscripts : Catalogus librorum manuscriptorum in bibliotheca D. Thomae Phillipps, Bt., impressum Typis Medio-Montanis, 1837-1871 (intro. by A.N.L. Munby)",NA,"Phillipps2235",1546,16
"http://ldf.fi/mmm/manifestation_singleton/sdbm_18607","London","Phillipps, Thomas, Sir, 1792-1872",NA,"1400-01-01",1501-12-31,"Phillipps manuscripts : Catalogus librorum manuscriptorum in bibliotheca D. Thomae Phillipps, Bt., impressum Typis Medio-Montanis, 1837-1871 (intro. by A.N.L. Munby)","Parchment","Phillipps2253",1501,16
"http://ldf.fi/mmm/manifestation_singleton/sdbm_18648","London","MANCHESTER, Chetham's Library",NA,"1476-01-01",1501-12-31,"Medieval Manuscripts in British Libraries, v.3, London (N.R.Ker)","Parchment","Multiple Illuminated Initials",1501,16
"http://ldf.fi/mmm/manifestation_singleton/sdbm_18650","London","London, Bernard Quaritch Ltd. (1847-)",NA,"1400-01-01",1501-12-31,"Medieval Manuscripts in British Libraries, v.3, London (N.R.Ker)","Parchment",NA,1501,16
"http://ldf.fi/mmm/manifestation_singleton/sdbm_18667","London","Thorpe, Thomas, 1791-1851",NA,"1400-01-01",1501-12-31,"Phillipps manuscripts : Catalogus librorum manuscriptorum in bibliotheca D. Thomae Phillipps, Bt., impressum Typis Medio-Montanis, 1837-1871 (intro. by A.N.L. Munby)","Parchment","Phillipps2303",1501,16
"http://ldf.fi/mmm/manifestation_singleton/sdbm_18669","London","Thorpe, Thomas, 1791-1851",NA,"1200-01-01",1301-12-31,"Phillipps manuscripts : Catalogus librorum manuscriptorum in bibliotheca D. Thomae Phillipps, Bt., impressum Typis Medio-Montanis, 1837-1871 (intro. by A.N.L. Munby)","Parchment","Phillipps2311",1301,14
